,Unnamed: 0,Label,Precision,Recall,F_Measure,lable in Data,lable in Test Data,TP,FP,FN,TN,Test Count,algorithm,label_algorithm
253,253,I5,0.0161290322580645,1.0,0.0317460317460317,17,1,1,61,0,5,67,CC_NB,CC_NB_I5
254,254,I5,0.032258064516129,1.0,0.0625,17,2,2,60,0,5,67,CC_NB,CC_NB_I5
255,255,I5,0.0344827586206896,1.0,0.0666666666666666,17,2,2,56,0,9,67,CC_NB,CC_NB_I5
257,257,I5,0.0163934426229508,1.0,0.032258064516129,17,1,1,60,0,5,66,CC_NB,CC_NB_I5
258,258,I5,0.0357142857142857,1.0,0.0689655172413793,17,2,2,54,0,10,66,CC_NB,CC_NB_I5
259,259,I5,0.0175438596491228,1.0,0.0344827586206896,17,1,1,56,0,9,66,CC_NB,CC_NB_I5
271,271,CP1,0.1666666666666666,1.0,0.2857142857142857,18,1,1,5,0,61,67,CC_NB,CC_NB_CP1
273,273,CP1,0.2,0.5,0.2857142857142857,18,2,1,4,1,61,67,CC_NB,CC_NB_CP1
276,276,CP1,0.0303030303030303,1.0,0.0588235294117647,18,2,2,64,0,0,66,CC_NB,CC_NB_CP1
279,279,CP1,0.1111111111111111,0.3333333333333333,0.1666666666666666,18,3,1,8,2,55,66,CC_NB,CC_NB_CP1
296,296,MM9,0.0151515151515151,1.0,0.0298507462686567,15,1,1,65,0,0,66,CC_NB,CC_NB_MM9
331,331,CP2,0.0149253731343283,1.0,0.0294117647058823,12,1,1,66,0,0,67,CC_NB,CC_NB_CP2
334,334,CP2,0.0149253731343283,1.0,0.0294117647058823,12,1,1,66,0,0,67,CC_NB,CC_NB_CP2
335,335,CP2,0.0149253731343283,1.0,0.0294117647058823,12,1,1,66,0,0,67,CC_NB,CC_NB_CP2
338,338,CP2,0.0178571428571428,1.0,0.0350877192982456,12,1,1,55,0,10,66,CC_NB,CC_NB_CP2
339,339,CP2,0.0454545454545454,1.0,0.0869565217391304,12,3,3,63,0,0,66,CC_NB,CC_NB_CP2
671,671,CC1,0.0163934426229508,1.0,0.032258064516129,4,1,1,60,0,6,67,CC_NB,CC_NB_CC1
672,672,CC1,0.0149253731343283,1.0,0.0294117647058823,4,1,1,66,0,0,67,CC_NB,CC_NB_CC1
0,0,LI1,0.8333333333333334,0.7692307692307693,0.8,348,39,30,6,9,22,67,CC_KN,CC_KN_LI1
