,Label,Precision,Recall,F-Measure,lable in Data,lable in Test Data,TP,FP,FN,TN,Test Count
0,CM,0.7507287790092556,0.996875,0.8539648160335543,295,29.5,29.4,9.6,0.1,27.5,66.6
1,LI1,0.6921618928417865,0.9657531022236906,0.8050513329554347,348,34.800000000000004,33.6,14.9,1.2,16.9,66.6
2,L2,0.5483333333333332,0.16496753246753249,0.20606060606060606,82,8.2,1.1,1.0,7.1,57.4,66.6
3,I1,0.425,0.0758268833849329,0.12348779875095665,177,17.7,1.3,2.0,16.4,46.9,66.6
4,SP1,0.0875,0.043333333333333335,0.05196078431372549,89,8.9,0.4,0.8,8.5,56.9,66.6
5,F1,0.08,0.03554292929292929,0.048809523809523817,149,14.9,0.4,1.8,14.5,49.9,66.6
6,main,0.027781978550369634,0.024540847104327086,0.022465966257245173,0,0.0,0.0,0.0,0.0,0.0,0.0
7,NB1,0.0,0.0,0.0,21,2.1,0.0,0.0,2.1,64.5,66.6
8,PB1,0.0,0.0,0.0,6,0.6,0.0,0.0,0.6,66.0,66.6
9,OTHER,0.0,0.0,0.0,27,2.7,0.0,0.0,2.7,63.9,66.6
10,O1,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
11,NB5,0.0,0.0,0.0,4,0.4,0.0,0.0,0.4,66.2,66.6
12,NB4,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
13,NB3,0.0,0.0,0.0,3,0.3,0.0,0.0,0.3,66.3,66.6
14,MM9,0.0,0.0,0.0,15,1.5,0.0,0.0,1.5,65.1,66.6
15,N1,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
16,PN1,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
17,MM8,0.0,0.0,0.0,8,0.8,0.0,0.0,0.8,65.8,66.6
18,MM7,0.0,0.0,0.0,24,2.4,0.0,0.0,2.4,64.2,66.6
19,MM6,0.0,0.0,0.0,20,2.0,0.0,0.0,2.0,64.6,66.6
20,MM5,0.0,0.0,0.0,18,1.8,0.0,0.0,1.8,64.8,66.6
21,MM4,0.0,0.0,0.0,14,1.4,0.0,0.0,1.4,65.2,66.6
22,MM3,0.0,0.0,0.0,8,0.8,0.0,0.0,0.8,65.8,66.6
23,MM2,0.0,0.0,0.0,6,0.6,0.0,0.0,0.6,66.0,66.6
24,MM1,0.0,0.0,0.0,32,3.2,0.0,0.0,3.2,63.4,66.6
25,PB6,0.0,0.0,0.0,6,0.6,0.0,0.0,0.6,66.0,66.6
26,R4,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
27,PN6,0.0,0.0,0.0,1,0.1,0.0,0.0,0.1,66.5,66.6
28,LL1,0.0,0.0,0.0,5,0.5,0.0,0.0,0.5,66.1,66.6
29,W2,0.0,0.0,0.0,3,0.3,0.0,0.0,0.3,66.3,66.6
30,W1,0.0,0.0,0.0,4,0.4,0.0,0.0,0.4,66.2,66.6
